Location Code,Partner Code,Name,Type,Description,Phone Number,Fax Number,Delivery Point Id,Work Centre Id,Hatch Description,Address Line 1,Suburb,State,Postcode,Country Name,Country Code,Address Line 2,Lat,Lon,Distance
329308_PO,AP,CHELSEA HEIGHTS LPO,PO,Post Office,(03) 9772 3947,(03)9772 3944,69403154,329308,NA,195 Thames Promenade,CHELSEA HEIGHTS,VIC,3196,Australia,AU,NA,-38.045172,145.136029,368.502948
325622_PO,AP,ASPENDALE LPO,PO,Post Office,(03) 9580 6967,(03)9580 3507,32072945,325622,NA,129 Station Street,ASPENDALE,VIC,3195,Australia,AU,NA,-38.026553,145.102175,368.5237527
245227_PO,AP,STRATHFIELD POST SHOP,PO,Post Office,13 13 18,(02)8746 0407,66286754,245227,NA,Shop 45-47 11 The Boulevarde,STRATHFIELD,NSW,2135,Australia,AU,NA,-33.87300905,151.0931769,368.5325295
250763_PO,AP,CROYDON PARK LPO,PO,Post Office,(02) 9797 0207,(02)9798 5233,46938873,250763,NA,166 Georges River Road,CROYDON PARK,NSW,2133,Australia,AU,NA,-33.895721,151.108146,368.646491
229710_PO,AP,CASTLE HILL POST SHOP,PO,Post Office,13 13 18,(02)9659 0263,58487309,229710,In POB area,284 Old Northern Road,CASTLE HILL,NSW,2154,Australia,AU,NA,-33.73218635,151.0054506,368.7226424
266706_PO,AP,EARLWOOD LPO,PO,Post Office,(02) 9558 3483,(02)9559 5034,64256278,266706,NA,293-295 Homer Street,EARLWOOD,NSW,2206,Australia,AU,NA,-33.92631055,151.1271713,368.7397102
356461_PO,AP,YARRAM LPO,PO,Post Office,(03) 5182 5109,(03)5182 6261,32157460,356461,NA,216 Commercial Road,YARRAM,VIC,3971,Australia,AU,NA,-38.562551,146.675841,368.7878472
237163_PO,AP,KORALEIGH LPO,PO,Post Office,(03) 5030 2101,(03)5030 2171,95966026,237163,NA,20 Koraleigh Road,KORALEIGH,NSW,2735,Australia,AU,NA,-35.155587,143.405733,368.841402
225883_PO,AP,BANKSIA LPO,PO,Post Office,(02) 9567 3992,(02)9567 3995,84798597,225883,NA,18 Railway Street,BANKSIA,NSW,2216,Australia,AU,NA,-33.944708,151.140116,368.939597
337850_PO,AP,MELTON POST SHOP,PO,Post Office,13 13 18,(03)9743 9415,78042420,337850,NA,340 High Street,MELTON,VIC,3337,Australia,AU,NA,-37.682945,144.582113,368.9536354
250798_PO,AP,CANTERBURY LPO,PO,Post Office,(02) 9718 2712,(02)9718 2712,69690325,250798,NA,Shop 1 121-127 Canterbury Road,CANTERBURY,NSW,2193,Australia,AU,NA,-33.91057014,151.120751,368.9666605
228793_PO,AP,BURWOOD POST SHOP,PO,Post Office,13 13 18,(02)9747 4808,96053062,228793,Near the PO Boxes - facing the street in Railway Pde.,Burwood Plaza,BURWOOD,NSW,2134,Australia,AU,Shop 5 42 Railway Parade,-33.87765771,151.1022955,369.0542191
331811_PO,AP,EDITHVALE LPO,PO,Post Office,(03) 9772 1072,(03)9772 1512,37953813,331811,NA,253 Nepean Highway,EDITHVALE,VIC,3196,Australia,AU,NA,-38.03774,145.107796,369.2513548
241605_PO,AP,STRATHFIELD NORTH LPO,PO,Post Office,(02) 9743 1641,(02)9743 1641,95753987,241605,NA,3 219-221 Concord Road,NORTH STRATHFIELD,NSW,2137,Australia,AU,NA,-33.85631744,151.0919205,369.266673
265682_PO,AP,CONCORD WEST LPO,PO,Post Office,(02) 9743 1030,(02)9743 4124,39993832,265682,NA,Shop 1 22-28 Victoria Avenue,CONCORD WEST,NSW,2138,Australia,AU,NA,-33.84829279,151.0870241,369.2684823
325198_PO,AP,ALTONA POST SHOP,PO,Post Office,13 13 18,(03)9315 0048,58233358,325198,In the PO Box Suite,44-48 Pier Street,ALTONA,VIC,3018,Australia,AU,NA,-37.86908861,144.8304717,369.3566684
268445_PO,AP,BRIGHTON LE SANDS LPO,PO,Post Office,(02) 9567 1616,(02)9556 2958,46473416,268445,NA,Shop 5 354 Bay Street,BRIGHTON LE SANDS,NSW,2216,Australia,AU,NA,-33.95993672,151.1547021,369.4397747
267602_PO,AP,BURWOOD NORTH LPO,PO,Post Office,(02) 9744 5757,(02)9744 8533,38124637,267602,NA,Westfield Burwood,BURWOOD,NSW,2134,Australia,AU,Shop 342 98a-114 Burwood Road,-33.87460749,151.1059594,369.508347
287873_PO,AP,MARAYLYA CPA,PO,Community Postal Agency,(02) 4573 6206,(02)4573 6601,40763781,287873,NA,415 Boundary Road,MARAYLYA,NSW,2765,Australia,AU,NA,-33.593045,150.918345,369.6770766
280524_PO,AP,RHODES POST SHOP,PO,Post Office,13 13 18,(02)8765 1074,81499042,280524,NA,Rhodes Shopping Centre,RHODES,NSW,2138,Australia,AU,Shop 33 1 Rider Boulevard,-33.83598654,151.0848722,369.7161646
336495_PO,AP,LANG LANG LPO,PO,Post Office,(03) 5997 5219,(03)5997 5057,96900095,336495,NA,49b Westernport Road,LANG LANG,VIC,3984,Australia,AU,NA,-38.264168,145.566167,369.7246471
257332_PO,AP,ARNCLIFFE LPO,PO,Post Office,(02) 9567 1444,(02)9599 1523,36084557,257332,NA,Unit 1 35 Firth Street,ARNCLIFFE,NSW,2205,Australia,AU,NA,-33.93812861,151.1459891,369.7420262
341825_PO,AP,POOWONG LPO,PO,Post Office,(03) 5659 2389,(03)5659 2411,82809801,341825,NA,10 Ranceby Road,POOWONG,VIC,3988,Australia,AU,NA,-38.342885,145.764741,369.9327914
235854_PO,AP,HURLSTONE PARK LPO,PO,Post Office,(02) 9558 0064,(02)9558 0064,53033386,235854,NA,25 Crinan Street,HURLSTONE PARK,NSW,2193,Australia,AU,NA,-33.909132,151.131573,369.9350502
250827_PO,AP,CROYDON LPO,PO,Post Office,13 13 18,(02)9798 7863,90996362,250827,NA,88 Edwin Street North,CROYDON,NSW,2132,Australia,AU,NA,-33.883013,151.1167,369.980015
311175_PO,AP,MELTON WEST LPO,PO,Post Office,(03) 9747 0956,(03)9747 9494,59112469,311175,NA,Woodgrove Shopping Centre,MELTON WEST,VIC,3337,Australia,AU,Shop 80t 533-555 High Street,-37.6849,144.56555,370.140785
230594_PO,AP,CONCORD POST SHOP,PO,Post Office,13 13 18,(02)9743 6587,54340911,230594,NA,48 Majors Bay Road,CONCORD,NSW,2137,Australia,AU,NA,-33.857232,151.103139,370.1449214
288219_PO,AP,CARLINGFORD LPO,PO,Post Office,13 13 18,(02)9872 5885,63726612,288219,NA,Carlingford Court Shopping Centre,CARLINGFORD,NSW,2118,Australia,AU,Shop 230 801-809 Pennant Hills Road,-33.77620415,151.0523994,370.163521
341526_PO,AP,PATTERSON LAKES LPO,PO,Post Office,(03) 9776 2197,(03)9776 2196,70991212,341526,NA,Lakeview Shopping Centre,PATTERSON LAKES,VIC,3197,Australia,AU,Shop 19 102-114 Gladesville Boulevard,-38.0677462,145.1438914,370.170921
329287_PO,AP,CHELSEA POST SHOP,PO,Post Office,13 13 18,(03)9773 3243,31569646,329287,In The PO Box area.,Shop 1 1-3 The Strand,CHELSEA,VIC,3196,Australia,AU,NA,-38.05236113,145.1152283,370.2032823
225533_PO,AP,ASHFIELD POST SHOP,PO,Post Office,13 13 18,(02)9716 0531,87870126,225533,NA,Ashfield Mall,ASHFIELD,NSW,2131,Australia,AU,Shop 59 260a Liverpool Road,-33.889591,151.124242,370.280542
337869_PO,AP,MELTON SOUTH LPO,PO,Post Office,(03) 9743 5303,(03)9743 0215,59206962,337869,NA,Station Plaza,MELTON SOUTH,VIC,3338,Australia,AU,Shop 9 11-17 Station Road,-37.70269863,144.5737914,371.0237407
327257_PO,AP,BLACKWOOD LPO,PO,Post Office,(03) 5368 6542,(03)5368 6542,92320259,327257,NA,23 Martin Street,BLACKWOOD,VIC,3458,Australia,AU,NA,-37.470179,144.307125,371.0266885
239097_PO,AP,MEADOWBANK LPO,PO,Post Office,(02) 9809 3385,(02)9807 8143,82068165,239097,NA,Village Plaza,MEADOWBANK,NSW,2114,Australia,AU,Shop 7 11 Bay Drive,-33.81837191,151.090189,371.0529041
266749_PO,AP,DULWICH HILL LPO,PO,Post Office,(02) 9569 1229,(02)9569 1833,67910363,266749,NA,Shop 1 546-548 Marrickville Road,DULWICH HILL,NSW,2203,Australia,AU,NA,-33.90426198,151.1429825,371.1187973
351070_PO,AP,CARRUM DOWNS LPO,PO,Post Office,(03) 9782 1371,(03)9782 0277,49892710,351070,NA,The Downs Shopping Centre,CARRUM DOWNS,VIC,3201,Australia,AU,Shop 15 100 Hall Road,-38.10141761,145.1853732,371.2212425
340961_PO,AP,NYAH LPO,PO,Post Office,(03) 5030 2201,(03)5030 2201,49194426,340961,NA,90 Murray Valley Highway,NYAH,VIC,3594,Australia,AU,NA,-35.17343759,143.3777787,371.2526079
244822_PO,AP,MARRICKVILLE SOUTH LPO,PO,Post Office,(02) 9573 0762,(02)9573 0762,88951320,244822,NA,Shop 3 415-421 Illawarra Road,MARRICKVILLE,NSW,2204,Australia,AU,NA,-33.91567951,151.1512632,371.2553948
229884_PO,AP,CARLINGFORD NORTH LPO,PO,Post Office,(02) 9871 1318,(02)9871 1318,66976984,229884,NA,Unit 2 500 North Rocks Road,CARLINGFORD,NSW,2118,Australia,AU,NA,-33.76494446,151.0586116,371.2645729
266802_PO,AP,SUMMER HILL LPO,PO,Post Office,(02) 9798 6418,(02)9798 6411,69970112,266802,NA,93 Smith Street,SUMMER HILL,NSW,2130,Australia,AU,NA,-33.891853,151.13882,371.3777406
272751_PO,AP,SYD INTERNATIONAL AIRPORT LPO,PO,Post Office,(02) 9669 1564,(02)9669 3371,51449260,272751,NA,Departure Level,MASCOT,NSW,2020,Australia,AU,Shop 2 International Terminal (T1),-33.93499734,151.1647949,371.4594145
237235_PO,AP,KURNELL LPO,PO,Post Office,(02) 9668 9933,(02)9668 8228,48902219,237235,NA,152 Prince Charles Parade,KURNELL,NSW,2231,Australia,AU,NA,-34.009167,151.206298,371.5091327
248313_PO,AP,PENNANT HILLS WEST LPO,PO,Post Office,(02) 9484 2717,(02)9484 2717,40830340,248313,NA,Thorby Arcade,WEST PENNANT HILLS,NSW,2125,Australia,AU,Shop 12 562-564 Pennant Hill Road,-33.74742879,151.0501216,371.5096776
248428_PO,AP,WEST RYDE POST SHOP,PO,Post Office,13 13 18,(02)9807 1875,96157959,248428,At the back of the post office on Graft Street and up the stairs.  Please call one day prior to collection.,12 West Parade,WEST RYDE,NSW,2114,Australia,AU,NA,-33.807096,151.088846,371.5234657
232717_PO,AP,EASTWOOD POST SHOP,PO,Post Office,13 13 18,(02)9804 6754,98963048,232717,Buzzer near door,2 Progress Avenue,EASTWOOD,NSW,2122,Australia,AU,NA,-33.790689,151.080871,371.723126
233605_PO,AP,FIVE DOCK POST SHOP,PO,Post Office,13 13 18,(02)9712 7801,32810864,233605,PO Box holders only.,106 Great North Road,FIVE DOCK,NSW,2046,Australia,AU,NA,-33.867864,151.130169,371.843223
268162_PO,AP,ROUND CORNER LPO,PO,Post Office,(02) 9651 1075,(02)9651 3536,37336040,268162,NA,Dural Mall,DURAL,NSW,2158,Australia,AU,Shop 20a 508-516 Old Northern Road,-33.69362403,151.0191118,371.9377987
267864_PO,AP,HABERFIELD LPO,PO,Post Office,(02) 9798 8068,(02)9798 8068,90771319,267864,NA,175 Ramsay Street,HABERFIELD,NSW,2045,Australia,AU,NA,-33.879483,151.138409,371.9505177
238801_PO,AP,MARRICKVILLE POST SHOP,PO,Post Office,13 13 18,(02)9205 5295,95105866,238801,Rear of office,274a Marrickville Road,MARRICKVILLE,NSW,2204,Australia,AU,NA,-33.911207,151.157192,371.9639317
328938_PO,AP,CARRUM LPO,PO,Post Office,(03) 9772 1696,(03)9772 1696,49355154,328938,NA,514 Station Street,CARRUM,VIC,3197,Australia,AU,NA,-38.076168,145.123334,371.9656174
356381_PO,AP,HEPBURN SPRINGS CPA,PO,Community Postal Agency,(03) 5348 2764,(03)5348 2764,60074933,356381,NA,102-104 Main Road,HEPBURN SPRINGS,VIC,3461,Australia,AU,NA,-37.31423194,144.1379588,372.2596426
352460_PO,AP,LALBERT CPA,PO,Community Postal Agency,(03) 5457 3305,,26593999,352460,NA,Lot 11 Main Street,LALBERT,VIC,3542,Australia,AU,NA,-35.67255773,143.3752549,372.2772558
243045_PO,AP,PUTNEY LPO,PO,Post Office,(02) 9809 3000,(02)9809 3000,82197119,243045,NA,Unit 1 227 Morrison Road,RYDE,NSW,2112,Australia,AU,NA,-33.82158177,151.1082774,372.372022
251694_PO,AP,CHERRYBROOK LPO,PO,Post Office,(02) 9484 0659,(02)9980 8101,79977932,251694,NA,Cherrybrook Village,CHERRYBROOK,NSW,2126,Australia,AU,Shop 52 41-47 Shepherds Drive,-33.72099425,151.0437978,372.4247053
247716_PO,AP,WAREEMBA LPO,PO,Post Office,(02) 9713 8913,(02)9713 8913,32069007,247716,NA,272 Great North Road,WAREEMBA,NSW,2046,Australia,AU,NA,-33.857472,151.131227,372.4493672
266765_PO,AP,PETERSHAM LPO,PO,Post Office,(02) 9560 2331,(02)9560 7897,37599030,266765,NA,71-91 Audley Street,PETERSHAM,NSW,2049,Australia,AU,NA,-33.894934,151.15447,372.5256992
340996_PO,AP,NYORA LPO,PO,Post Office,(03) 5659 6309,(03)5659 6309,60302761,340996,NA,21 Mitchell Street,NYORA,VIC,3987,Australia,AU,NA,-38.334064,145.669663,372.5846266
244099_PO,AP,RYDE POST SHOP,PO,Post Office,13 13 18,(02)9807 7146,77720864,244099,NA,Top Ryde City,RYDE,NSW,2112,Australia,AU,Shop 3017 109-129 Blaxland Road,-33.81255246,151.106029,372.6498241
324339_PO,AP,ALTONA MEADOWS LPO,PO,Post Office,(03) 9315 8022,(03)9360 7302,30748398,324339,NA,Central Square Shopping Centre,ALTONA MEADOWS,VIC,3028,Australia,AU,Shop 23a 1-23 Central Avenue,-37.87166769,144.7760569,372.681466
266626_PO,AP,BEECROFT LPO,PO,Post Office,(02) 9484 3444,(02)9484 3802,37813127,266626,NA,Beecroft Village,BEECROFT,NSW,2119,Australia,AU,Shops 20-21 6 Hannah Street,-33.74902472,151.065847,372.6990938
236718_PO,AP,KENTHURST LPO,PO,Post Office,(02) 9654 1140,(02)9654 1102,70113889,236718,NA,Shop 5 4 Nelson Street,KENTHURST,NSW,2156,Australia,AU,NA,-33.66091499,151.0060196,372.7153803
345834_PO,AP,TOORADIN LPO,PO,Post Office,(03) 5998 3252,(03)5998 3260,83710920,345834,NA,100 South Gippsland Highway,TOORADIN,VIC,3980,Australia,AU,NA,-38.213961,145.380888,372.7205744
233066_PO,AP,EPPING POST SHOP,PO,Post Office,13 13 18,(02)9201 7612,33368813,233066,PO Boxes only,1 Oxford Street,EPPING,NSW,2121,Australia,AU,NA,-33.772048,151.082372,372.8219608
242640_PO,AP,PETERSHAM NORTH LPO,PO,Post Office,(02) 9550 0813,(02)9550 0439,50861253,242640,NA,4 Norton Street,LEICHHARDT,NSW,2040,Australia,AU,NA,-33.887777,151.157288,373.1082914
238780_PO,AP,MARSFIELD LPO,PO,Post Office,(02) 9874 1367,(02)9874 1367,40584498,238780,NA,4 Corunna Road,EASTWOOD,NSW,2122,Australia,AU,NA,-33.783674,151.093957,373.1571437
348322_PO,AP,LAVERTON LPO,PO,Post Office,(03) 9369 1426,(03)9369 5331,37113218,348322,NA,12 Aviation Road,LAVERTON,VIC,3028,Australia,AU,NA,-37.867838,144.76148,373.1987007
232071_PO,AP,DENISTONE EAST LPO,PO,Post Office,(02) 9878 4358,(02)9887 2987,38851882,232071,NA,119e North Road,RYDE,NSW,2112,Australia,AU,NA,-33.795268,151.102673,373.266287
232557_PO,AP,DURAL LPO,PO,Post Office,(02) 9651 1120,(02)9651 4338,92551139,232557,NA,642 Old Northern Road,DURAL,NSW,2158,Australia,AU,NA,-33.682101,151.027937,373.2858267
237673_PO,AP,LEICHHARDT POST SHOP,PO,Post Office,13 13 18,(02)9518 3695,45651000,237673,In the PO Box Suite.,109 Norton Street,LEICHHARDT,NSW,2040,Australia,AU,NA,-33.883158,151.157201,373.3268405
225090_PO,AP,MARRICKVILLE METRO LPO,PO,Post Office,(02) 9565 1081,(02)9565 1536,39937139,225090,NA,Marrickville Metro Shopping Centre,MARRICKVILLE,NSW,2204,Australia,AU,Shop 87 34-36 Victoria Road,-33.90680971,151.1716919,373.3818311
234077_PO,AP,GLADESVILLE POST SHOP,PO,Post Office,13 13 18,(02)9816 3068,55294899,234077,Go to Red door and ring buzzer,217 Victoria Road,GLADESVILLE,NSW,2111,Australia,AU,NA,-33.832032,151.127277,373.4019407
328954_PO,AP,BELVEDERE PARK LPO,PO,Post Office,(03) 9786 3232,(03)9786 3232,30271068,328954,NA,276 Seaford Road,SEAFORD,VIC,3198,Australia,AU,NA,-38.112267,145.156356,373.6397932
268437_PO,AP,WESTGATE LPO,PO,Post Office,13 13 18,(02)8076 3807,37178360,268437,NA,217 Parramatta Road,ANNANDALE,NSW,2038,Australia,AU,NA,-33.887895,151.164188,373.6749235
227838_PO,AP,BOTANY POST SHOP,PO,Post Office,13 13 18,(02)9316 5578,57511554,227838,At the side door of the Post Office,2 Banksia Street,BOTANY,NSW,2019,Australia,AU,NA,-33.944408,151.197001,373.7057506
242579_PO,AP,PENNANT HILLS POST SHOP,PO,Post Office,13 13 18,(02)9483 7155,42596172,242579,In the PO Box area.,Pennant Hills Market Place,PENNANT HILLS,NSW,2120,Australia,AU,Shop 25 4-10 Hillcrest Road,-33.73765666,151.0709568,373.7214668
254334_PO,AP,ENMORE LPO,PO,Post Office,(02) 9519 0144,(02)9516 3411,67668792,254334,NA,184 Enmore Road,ENMORE,NSW,2042,Australia,AU,NA,-33.899263,151.172274,373.7944516
266781_PO,AP,ST PETERS LPO,PO,Post Office,(02) 9519 2330,(02)9557 7930,84578552,266781,NA,91 Princes Highway,ST PETERS,NSW,2044,Australia,AU,NA,-33.911212,151.179578,373.8265154
332806_PO,AP,DAYLESFORD LPO,PO,Post Office,13 13 18,(03)5348 2101,63798002,332806,NA,86 Vincent Street,DAYLESFORD,VIC,3460,Australia,AU,NA,-37.343783,144.142026,373.9042758
238860_PO,AP,MASCOT POST SHOP,PO,Post Office,13 13 18,(02)8338 0654,89922448,238860,At rear of Post Office.,972 Botany Road,MASCOT,NSW,2020,Australia,AU,NA,-33.931282,151.193901,374.0648676
332793_PO,AP,SEAFORD LPO,PO,Post Office,(03) 9786 5853,(03)9785 2859,72868946,332793,NA,110 Nepean Highway,SEAFORD,VIC,3198,Australia,AU,NA,-38.10162405,145.1262305,374.1474978
340988_PO,AP,NYAH WEST LPO,PO,Post Office,(03) 5030 2401,(03)5030 2401,55410252,340988,NA,21 Lloyd Street,NYAH WEST,VIC,3595,Australia,AU,NA,-35.186604,143.344887,374.1517928
241218_PO,AP,NEWTOWN POST SHOP,PO,Post Office,13 13 18,(02)9516 2201,51701051,241218,In the PO Box Suite.,21-25 Enmore Road,NEWTOWN,NSW,2042,Australia,AU,NA,-33.89792443,151.1769547,374.2482157
360006_PO,AP,ALBERTON LPO,PO,Post Office,(03) 5183 2259,,61316478,360006,NA,72 Turbull Street,ALBERTON,VIC,3971,Australia,AU,NA,-38.612015,146.666453,374.3396512
350625_PO,AP,SEAFORD BUSINESS HUB,PO,Business Centre,13 13 18,(03)9776 4976,66291081,350625,Next to PO Boxes,24-26 Heversham Drive,SEAFORD,VIC,3198,Australia,AU,NA,-38.11239662,145.1397605,374.4671233
225293_PO,AP,ANNANDALE POST SHOP,PO,Post Office,13 13 18,(02)9518 5082,60096044,225293,At the side door of the Post Office,115 Booth Street,ANNANDALE,NSW,2038,Australia,AU,NA,-33.881152,151.170427,374.5215172
315360_PO,AP,BLIND BIGHT LPO,PO,Post Office,(03) 5998 7373,(03)5998 7373,31684417,315360,NA,19 Anchorage Drive,BLIND BIGHT,VIC,3980,Australia,AU,NA,-38.214743,145.34135,374.5587471
357296_PO,AP,LOCH CPA,PO,Community Postal Agency,(0) 438 577 367,,26596079,357296,NA,31 Victoria Road,LOCH,VIC,3945,Australia,AU,NA,-38.368561,145.706526,374.6594909
232258_PO,AP,DRUMMOYNE POST SHOP,PO,Post Office,13 13 18,(02)9819 6785,68500763,232258,Buzzer near door,202 Victoria Road,DRUMMOYNE,NSW,2047,Australia,AU,NA,-33.850813,151.154601,374.7107911
362714_PO,AP,WOOD WOOD CPA,PO,Community Postal Agency,(03) 5030 5444,,93592089,362714,NA,3559 Murray Valley Highway,WOOD WOOD,VIC,3596,Australia,AU,NA,-35.104984,143.345438,374.7207276
254342_PO,AP,ERSKINEVILLE LPO,PO,Post Office,(02) 9557 2539,(02)9557 2539,33634919,254342,NA,108 Erskineville Road,ERSKINEVILLE,NSW,2043,Australia,AU,NA,-33.899505,151.184118,374.7674352
355178_PO,AP,TARNEIT LPO,PO,Post Office,(03) 9731 5621,(03)9731 5622,49798025,355178,NA,Wyndham Village Shopping Centre,TARNEIT,VIC,3029,Australia,AU,Shop 7a 380 Sayers Road,-37.84936826,144.7062804,374.8682696
270326_PO,AP,NORTH RYDE LPO,PO,Post Office,(02) 9889 2035,(02)9889 2035,60249846,270326,NA,Shop 15 203-213 Coxs Road,NORTH RYDE,NSW,2113,Australia,AU,NA,-33.79427639,151.1221706,374.912661
246174_PO,AP,THORNLEIGH LPO,PO,Post Office,(02) 9484 1722,(02)9484 1233,85852292,246174,NA,Thornleigh Market Place,THORNLEIGH,NSW,2120,Australia,AU,Unit 11 2-12 The Comenarra Parkway,-33.73132134,151.0819583,374.9524771
239660_PO,AP,MISSENDEN ROAD LPO,PO,Post Office,(02) 9557 3101,(02)9550 1873,74914014,239660,NA,Shop 3 8b Missenden Road,CAMPERDOWN,NSW,2050,Australia,AU,NA,-33.88960771,151.1817755,375.051607
341753_PO,AP,PINES FOREST LPO,PO,Post Office,(03) 9782 4955,(03)9782 4955,95706665,341753,NA,44 Mahogany Avenue,FRANKSTON NORTH,VIC,3200,Australia,AU,NA,-38.123254,145.147756,375.0731527
278563_PO,AP,ALEXANDRIA BUSINESS HUB,PO,Business Centre,13 13 18,(02)9317 5660,63064199,278563,Near the side doors,10-12 Ralph Street,ALEXANDRIA,NSW,2015,Australia,AU,NA,-33.91586412,151.1980497,375.1430334
225269_PO,AP,BLENHEIM ROAD LPO,PO,Post Office,(02) 9888 1888,(02)9888 1550,68189473,225269,NA,8 Blenheim Road,NORTH RYDE,NSW,2113,Australia,AU,NA,-33.80109,151.130737,375.2634044
336532_PO,AP,LANGWARRIN LPO,PO,Post Office,(03) 9789 3144,(03)9789 3155,39139882,336532,NA,The Gateway Shopping Village,LANGWARRIN,VIC,3910,Australia,AU,Shop 38 230 Cranbourne-Frankston Road,-38.15059523,145.1956949,375.2797843
243694_PO,AP,ROSEBERY POST SHOP,PO,Post Office,13 13 18,(02)8338 0867,50941213,243694,NA,371 Gardeners Road,ROSEBERY,NSW,2018,Australia,AU,NA,-33.922765,151.203787,375.2935151
243870_PO,AP,ROZELLE POST SHOP,PO,Post Office,13 13 18,(02)9555 2891,79733271,243870,At the Back door of the Post office.,659 Darling Street,ROZELLE,NSW,2039,Australia,AU,NA,-33.862598,151.170468,375.4378673
254190_PO,AP,HUNTERS HILL LPO,PO,Post Office,(02) 9817 2153,(02)9817 2530,38280159,254190,NA,32 Alexandra Street,HUNTERS HILL,NSW,2110,Australia,AU,NA,-33.834524,151.154132,375.4871951
347565_PO,AP,HOPPERS CROSSING BUSINESS HUB,PO,Business Centre,13 13 18,(03)8342 6909,63938512,347565,Next to the counter entry door.,2-6 Lentini Street,HOPPERS CROSSING,VIC,3029,Australia,AU,NA,-37.87288742,144.7286955,375.51689
238430_PO,AP,MACQUARIE CENTRE POST SHOP,PO,Post Office,13 13 18,(02)9805 0597,71914335,238430,"Ring bell at hatch door near PO Boxes, access through express car park",Macquarie Shopping Centre,MACQUARIE PARK,NSW,2113,Australia,AU,Shop 7c 109 Waterloo Road,-33.7770717,151.1207396,375.6878414
225226_PO,AP,ALEXANDRIA POST SHOP,PO,Post Office,13 13 18,(02)9243 3872,70019196,225226,At the back door next to the loading dock.,1 Mitchell Road,ALEXANDRIA,NSW,2015,Australia,AU,NA,-33.89784283,151.1952087,375.7700262
245593_PO,AP,SYDNEY UNIVERSITY LPO,PO,Post Office,(02) 9660 1781,(02)9660 1781,55838395,245593,NA,Bank Building - The University Of Sydney,CAMPERDOWN,NSW,2050,Australia,AU,3 Parramatta Road,-33.88550178,151.1885969,375.8174477
358379_PO,AP,POINT COOK LPO,PO,Post Office,13 13 18,(03)9395 7344,86987810,358379,NA,Point Cook Town Centre,POINT COOK,VIC,3030,Australia,AU,Shop 222 4 Main Street,-37.88279707,144.7356663,375.9415997
357413_PO,AP,SANCTUARY LAKES LPO,PO,Post Office,13 13 18,(03)9395 5963,80518830,357413,NA,Sanctuary Lakes Shopping Centre,POINT COOK,VIC,3030,Australia,AU,Shop 43 300 Point Cook Road,-37.89558972,144.7540666,375.9556747
232936_PO,AP,EASTLAKES LPO,PO,Post Office,(02) 9669 2027,(02)9667 3937,72254366,232936,NA,Eastlakes Shopping Centre,EASTLAKES,NSW,2018,Australia,AU,Shop 9 20 Evans Avenue,-33.92448612,151.2129522,375.9771668
287136_PO,AP,GLEBE CPA,PO,Community Postal Agency,(02) 8065 4630,(02)8065 4765,34409650,287136,NA,177 Glebe Point Road,GLEBE,NSW,2037,Australia,AU,NA,-33.880916,151.188369,376.0215367
241576_PO,AP,MACQUARIE PARK BUSINESS HUB,PO,Business Centre,13 13 18,(02)9942 1803,50441444,241576,Adjacent to PO Boxes,9-13 Waterloo Road,MACQUARIE PARK,NSW,2113,Australia,AU,NA,-33.78776456,151.1327091,376.1114993
239003_PO,AP,MATRAVILLE POST SHOP,PO,Post Office,13 13 18,(02)9311 0157,98803325,239003,At the side door of the Post Office,Southpoint Shopping Centre,HILLSDALE,NSW,2036,Australia,AU,Shop 2 238-262 Bunnerong Road,-33.95208703,151.2313811,376.2266057
234165_PO,AP,GLENORIE LPO,PO,Post Office,(02) 9652 1256,(02)9652 1256,96949215,234165,NA,Shop 1 930 Old Northern Road,GLENORIE,NSW,2157,Australia,AU,NA,-33.6022802,151.0083384,376.2387518
246342_PO,AP,TOOLEYBUC LPO,PO,Post Office,(03) 5030 5303,(03)5030 5306,95456208,246342,NA,57 Murray Street,TOOLEYBUC,NSW,2736,Australia,AU,NA,-35.03032,143.336827,376.2597482
335513_PO,AP,KARINGAL LPO,PO,Post Office,(03) 8790 0969,(03)8790 0884,96362995,335513,NA,Shop 4 108-110 Ashleigh Avenue,FRANKSTON,VIC,3199,Australia,AU,NA,-38.13899609,145.1520829,376.3132987
233779_PO,AP,GALSTON LPO,PO,Post Office,(02) 9653 1198,(02)9653 1242,93453274,233779,NA,Galston Shopping Centre,GALSTON,NSW,2159,Australia,AU,Shop 10 360-362 Galston Road,-33.65245193,151.0451496,376.3170507
225832_PO,AP,BALMAIN POST SHOP,PO,Post Office,13 13 18,(02)9810 0034,43259741,225832,NA,366b Darling Street,BALMAIN,NSW,2041,Australia,AU,NA,-33.856609,151.177608,376.3244027
228216_PO,AP,BROADWAY POST SHOP,PO,Post Office,13 13 18,(02)9211 2702,52656191,228216,At the door next to the Street Posting Box,The Broadway Shopping Centre,GLEBE,NSW,2037,Australia,AU,Shop 21g 1-21 Bay Street,-33.88369718,151.193876,376.3434879
246799_PO,AP,TURRAMURRA SOUTH LPO,PO,Post Office,(02) 9144 7555,(02)9144 7544,51901517,246799,NA,Shop 1 219b Kissing Point Road,SOUTH TURRAMURRA,NSW,2074,Australia,AU,NA,-33.74912548,151.1119509,376.4384167
275901_PO,AP,REDFERN LPO,PO,Post Office,13 13 18,(02)9319 6819,78924974,275901,NA,168-170 Redfern Street,REDFERN,NSW,2016,Australia,AU,NA,-33.892164,151.201326,376.5526578
